season,home_team_name,away_team_name,full_time_result,home_goals,away_goals,half_time_HOME_Team_score,half_time_Away_Team_score
2017,West Ham,Swansea,H,1,0,0,0
2017,Brighton,Everton,D,1,1,0,0
2017,Burnley,West Ham,D,1,1,0,1
2017,Crystal Palace,Chelsea,H,2,1,2,1
2017,Leicester,West Bromwich Albion,D,1,1,0,0
2017,Liverpool,Manchester United,D,0,0,0,0
2017,Manchester City,Stoke,H,7,2,3,1
2017,Southampton,Newcastle United,D,2,2,0,1
2017,Swansea,Huddersfield,H,2,0,1,0
2017,Leicester,Burnley,H,1,0,1,0
2017,Burnley,Swansea,H,2,0,2,0
2017,West Ham,Leicester,D,1,1,1,1
2017,Manchester City,West Ham,H,2,1,0,1
2017,Crystal Palace,Everton,D,2,2,2,2
2017,Arsenal,Huddersfield,H,5,0,1,0
2017,Stoke,Swansea,H,2,1,2,1
2017,Leicester,Manchester City,A,0,2,0,1
2017,Bournemouth,Burnley,A,1,2,0,1
2017,Watford,Tottenham,D,1,1,1,1
2017,Liverpool,Southampton,H,3,0,2,0
2017,Brighton,Crystal Palace,D,0,0,0,0
2017,West Bromwich Albion,Crystal Palace,D,0,0,0,0
2017,Manchester United,Newcastle United,H,4,1,2,1
2017,Leicester,Tottenham,H,2,1,2,0
2017,Burnley,Watford,H,1,0,1,0
2017,Watford,West Ham,H,2,0,1,0
2017,Watford,Manchester United,A,2,4,0,3
2017,Manchester City,Arsenal,H,3,1,1,0
2017,Crystal Palace,Bournemouth,D,2,2,2,2
2017,West Bromwich Albion,Chelsea,A,0,4,0,3
2017,West Bromwich Albion,Newcastle United,D,2,2,1,0
2017,Newcastle United,Bournemouth,A,0,1,0,0
2017,Huddersfield,Brighton,H,2,0,2,0
2017,Burnley,Arsenal,A,0,1,0,0
2017,Chelsea,Swansea,H,1,0,0,0
2017,Southampton,Burnley,A,0,1,0,0
2017,Liverpool,Everton,D,1,1,1,0
2017,Crystal Palace,Stoke,H,2,1,0,0
2017,Everton,West Ham,H,4,0,2,0
2017,Stoke,Leicester,D,2,2,1,1
2017,Manchester United,Manchester City,A,1,2,1,1
2017,Huddersfield,Manchester City,A,1,2,1,0
2017,Manchester City,Southampton,H,2,1,0,0
2017,Swansea,Brighton,A,0,1,0,1
2017,Newcastle United,Leicester,A,2,3,1,1
2017,Liverpool,Chelsea,D,1,1,0,0
2017,Stoke,Liverpool,A,0,3,0,1
2017,Tottenham,Crystal Palace,H,1,0,0,0
2017,Southampton,Arsenal,D,1,1,1,0
2017,Manchester United,Brighton,H,1,0,0,0
2017,Arsenal,Manchester United,A,1,3,0,2
2017,West Ham,Liverpool,A,1,4,0,2
2017,Swansea,West Bromwich Albion,H,1,0,0,0
2017,Newcastle United,Watford,A,0,3,0,2
2017,Bournemouth,Southampton,D,1,1,1,0
2017,Arsenal,Tottenham,H,2,0,2,0
2017,Tottenham,Stoke,H,5,1,1,0
2017,Southampton,Everton,H,4,1,1,1
2017,Brighton,Liverpool,A,1,5,0,2
2017,Bournemouth,Huddersfield,H,4,0,2,0
2017,West Ham,Chelsea,H,1,0,1,0
2017,Swansea,Bournemouth,D,0,0,0,0
2017,Chelsea,Newcastle United,H,3,1,2,1
2017,Brighton,Stoke,D,2,2,1,2
2017,Tottenham,West Bromwich Albion,D,1,1,0,1
2017,Everton,Huddersfield,H,2,0,0,0
2017,Southampton,West Ham,H,3,2,2,1
2017,Burnley,Stoke,H,1,0,0,0
2017,Huddersfield,Chelsea,A,1,3,0,2
2017,Swansea,Manchester City,A,0,4,0,2
2017,West Ham,Arsenal,D,0,0,0,0
2017,Crystal Palace,Watford,H,2,1,0,1
2017,Manchester United,Bournemouth,H,1,0,1,0
2017,Newcastle United,Everton,A,0,1,0,1
2017,Southampton,Leicester,A,1,4,0,3
2017,Tottenham,Bournemouth,H,1,0,0,0
2017,Liverpool,West Bromwich Albion,D,0,0,0,0
2017,Watford,Arsenal,H,2,1,0,1
2017,Tottenham,Brighton,H,2,0,1,0
2017,Chelsea,Watford,H,4,2,1,1
