season,home_team_name,away_team_name,date_string,full_time_result,home_goals,away_goals,half_time_HOME_Team_score,half_time_Away_Team_score
2019,Chelsea,Southampton,26/12/2019,A,0,2,0,1
2019,Crystal Palace,West Ham,26/12/2019,H,2,1,0,0
2019,Everton,Burnley,26/12/2019,H,1,0,0,0
2019,Sheffield United,Watford,26/12/2019,D,1,1,1,1
2019,Manchester United,Newcastle United,26/12/2019,H,4,1,3,1
2019,Leicester,Liverpool,26/12/2019,A,0,4,0,1
2019,Wolves,Manchester City,27/12/2019,H,3,2,0,1
2019,Brighton,Bournemouth,28/12/2019,H,2,0,1,0
2019,Newcastle United,Everton,28/12/2019,A,1,2,0,1
2019,Southampton,Crystal Palace,28/12/2019,D,1,1,0,0
2019,Watford,Aston Villa,28/12/2019,H,3,0,1,0
2019,Norwich,Tottenham,28/12/2019,D,2,2,1,0
2019,West Ham,Leicester,28/12/2019,A,1,2,1,1
2019,Burnley,Manchester United,28/12/2019,A,0,2,0,1
2019,Arsenal,Chelsea,29/12/2019,A,1,2,1,0
2019,Liverpool,Wolves,29/12/2019,H,1,0,1,0
2019,Manchester City,Sheffield United,29/12/2019,H,2,0,0,0
2019,Brighton,Chelsea,1/1/2020,D,1,1,0,1
2019,Burnley,Aston Villa,1/1/2020,A,1,2,0,2
2019,Newcastle United,Leicester,1/1/2020,A,0,3,0,2
2019,Southampton,Tottenham,1/1/2020,H,1,0,1,0
2019,Watford,Wolves,1/1/2020,H,2,1,1,0
2019,Manchester City,Everton,1/1/2020,H,2,1,0,0
2019,Norwich,Crystal Palace,1/1/2020,D,1,1,1,0
2019,West Ham,Bournemouth,1/1/2020,H,4,0,3,0
2019,Arsenal,Manchester United,1/1/2020,H,2,0,2,0
2019,Liverpool,Sheffield United,2/1/2020,H,2,0,1,0
2019,Sheffield United,West Ham,10/1/2020,H,1,0,0,0
2019,Crystal Palace,Arsenal,11/1/2020,D,1,1,0,1
2019,Chelsea,Burnley,11/1/2020,H,3,0,2,0
2019,Everton,Brighton,11/1/2020,H,1,0,1,0
2019,Leicester,Southampton,11/1/2020,A,1,2,1,1
2019,Manchester United,Norwich,11/1/2020,H,4,0,1,0
2019,Wolves,Newcastle United,11/1/2020,D,1,1,1,1
2019,Tottenham,Liverpool,11/1/2020,A,0,1,0,1
2019,Bournemouth,Watford,12/1/2020,A,0,3,0,1
2019,Aston Villa,Manchester City,12/1/2020,A,1,6,0,4
2019,Watford,Tottenham,18/01/2020,D,0,0,0,0
2019,Arsenal,Sheffield United,18/01/2020,D,1,1,1,0
2019,Brighton,Aston Villa,18/01/2020,D,1,1,1,0
2019,Manchester City,Crystal Palace,18/01/2020,D,2,2,0,1
2019,Norwich,Bournemouth,18/01/2020,H,1,0,1,0
2019,Southampton,Wolves,18/01/2020,A,2,3,2,0
2019,West Ham,Everton,18/01/2020,D,1,1,1,1
2019,Newcastle United,Chelsea,18/01/2020,H,1,0,0,0
2019,Burnley,Leicester,19/01/2020,H,2,1,0,1
2019,Liverpool,Manchester United,19/01/2020,H,2,0,1,0
2019,Aston Villa,Watford,21/01/2020,H,2,1,0,1
2019,Bournemouth,Brighton,21/01/2020,H,3,1,2,0
2019,Crystal Palace,Southampton,21/01/2020,A,0,2,0,1
2019,Everton,Newcastle United,21/01/2020,D,2,2,1,0
2019,Sheffield United,Manchester City,21/01/2020,A,0,1,0,0
2019,Chelsea,Arsenal,21/01/2020,D,2,2,1,0
2019,Leicester,West Ham,22/01/2020,H,4,1,2,0
2019,Tottenham,Norwich,22/01/2020,H,2,1,1,0
2019,Manchester United,Burnley,22/01/2020,A,0,2,0,1
2019,Wolves,Liverpool,23/01/2020,A,1,2,0,1
2019,West Ham,Liverpool,29/01/2020,A,0,2,0,1
2019,Leicester,Chelsea,1/2/2020,D,2,2,0,0
2019,Bournemouth,Aston Villa,1/2/2020,H,2,1,2,0
2019,Crystal Palace,Sheffield United,1/2/2020,A,0,1,0,0
2019,Liverpool,Southampton,1/2/2020,H,4,0,0,0
2019,Newcastle United,Norwich,1/2/2020,D,0,0,0,0
2019,Watford,Everton,1/2/2020,A,2,3,2,2
2019,West Ham,Brighton,1/2/2020,D,3,3,2,0
2019,Manchester United,Wolves,1/2/2020,D,0,0,0,0
2019,Burnley,Arsenal,2/2/2020,D,0,0,0,0
2019,Tottenham,Manchester City,2/2/2020,H,2,0,0,0
2019,Everton,Crystal Palace,8/2/2020,H,3,1,1,0
2019,Brighton,Watford,8/2/2020,D,1,1,0,1
2019,Sheffield United,Bournemouth,9/2/2020,H,2,1,1,1
2019,Wolves,Leicester,14/02/2020,D,0,0,0,0
2019,Southampton,Burnley,15/02/2020,A,1,2,1,1
2019,Norwich,Liverpool,15/02/2020,A,0,1,0,0
2019,Aston Villa,Tottenham,16/02/2020,A,2,3,1,2
2019,Arsenal,Newcastle United,16/02/2020,H,4,0,0,0
2019,Chelsea,Manchester United,17/02/2020,A,0,2,0,1
2019,Manchester City,West Ham,19/02/2020,H,2,0,1,0
